,Id,L1_S24_F1510,L1_S24_F1525,L1_S24_F1559,L1_S24_F1582,L1_S24_F1827,L3_S32_F3851,L3_S32_F3854,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3511,L3_S30_D3516,L3_S33_D3856,StartTime,test_1,test_2,test_3,test_4,L0_S0_F0,L0_S0_F16,L0_S0_F20,L1_S24_F1604,L1_S24_F1632,L1_S24_F1695,L1_S24_F1723,L1_S24_F1846,L3_S29_F3407,L3_S30_F3749,L3_S30_F3759,L3_S32_F3850,L3_S33_F3855,L3_S33_F3865,L3_S38_F3952,Response,mindate,mindate_id_diff,mindate_id_diff_reverse
153,319,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.056,0.168,0.181,,,,,,0.104,0.16,0.129,,-0.029,0.026,,0,1542.07,-2357655.0,-2748.0
155,321,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,-0.725,-0.185,0.003,,0.017,0.059,,0,1.14,-2293541.0,-52667.0
157,323,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.403,-0.112,,0.017,-0.039,,0,1001.33,-2303966.0,-5327.0
159,325,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.01,-0.123,0.143,,,,,,0.015,-0.173,0.041,,0.153,-0.242,,0,230.22,-2361802.0,-62988.0
161,328,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.036,0.005,-0.113,,,,,,0.104,-0.077,0.012,,-0.256,0.026,,0,1591.22,-2309719.0,-5626.0
163,332,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.00640403168119,,,,,,,,,-0.702,-0.187,0.197,,0.062,0.035,,0,67.03,-1834585.0,-75672.0
165,336,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,-0.702,-0.12,0.21,,0.017,0.083,,0,68.98,-2366641.0,-26111.0
167,339,0.00859598853868,0.00841514726508,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,,,,,,-0.007,-0.032,0.068,0.057,-0.1,-0.004,,-0.119,0.002,,0,668.26,-2366582.0,-9367.0
169,343,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,-0.008,-0.028,,,-0.16,0.063,0.07,0.072,,0.017,-0.014,,0,972.51,-2359673.0,-3483.0
171,347,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00540177371674,0.00574851814646,0.0,,,,,,,,,0.082,0.058,0.031,,0.153,0.108,,0,1408.69,-823458.0,-3821.0
173,352,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.2,,,,,,,,,0.082,-0.011,0.053,,-0.21,0.067,,0,1411.92,-2363450.0,-10147.0
175,355,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00540177371674,0.0,0.0,0.03,0.056,0.028,,,,,,-0.702,-0.175,0.036,,-0.029,0.1,,0,141.27,-2301234.0,-3384.0
177,361,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.003,0.056,-0.164,,,,,,0.082,-0.163,-0.021,,-0.119,0.116,,0,538.12,-2323474.0,-116310.0
179,363,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.023,0.337,-0.127,,,,,,0.104,0.031,-0.049,,-0.119,0.23,,0,1515.07,-2284391.0,-1411.0
181,365,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.01,-0.031,-0.058,,,,,,0.057,0.174,0.089,,0.017,-0.104,,0,885.69,-2345658.0,-17354.0
183,368,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00540177371674,0.00574851814646,0.0,-0.088,-0.235,-0.216,,,,,,-0.029,-0.127,-0.022,,0.062,-0.128,,0,205.19,-2263184.0,-3762.0
185,374,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.00640403168119,,,,,,,,,0.082,0.005,-0.155,,0.199,-0.112,,0,1291.01,-1500801.0,-201525.0
187,377,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.088,-0.153,-0.328,,,,,,0.037,-0.096,-0.111,,0.062,-0.071,,0,323.22,-2365850.0,-59134.0
189,382,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.057,-0.164,-0.026,,-0.029,0.059,,0,736.06,-2351173.0,-40195.0
191,384,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,,,,,,,,,0.037,0.04,-0.116,,0.017,0.026,,0,390.76,-2289075.0,-65351.0
193,388,0.00932835820896,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,-0.024,0.08,0.057,-0.136,-0.1,,-0.119,-0.112,,0,802.01,-2358874.0,-5499.0
195,390,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.108,0.087,-0.121,,,,,,0.063,0.272,-0.144,,-0.029,-0.112,,0,1142.26,-2365027.0,-65226.0
197,396,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00570678999824,0.00574851814646,0.00640403168119,-0.121,-0.291,0.104,,,,,,-0.029,-0.088,-0.071,,0.199,0.222,,0,205.76,-1983684.0,-96429.0
199,400,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,-0.008,-0.003,,,-0.126,0.057,-0.153,-0.113,,-0.074,-0.022,,0,770.05,-2363357.0,-4419.0
201,403,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.115,0.102,-0.134,,,,,,0.063,0.105,0.037,,0.062,0.132,,0,1105.41,-2366615.0,-70378.0
203,405,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0135473876919,0.0,-0.082,-0.087,-0.007,,,,,,0.104,-0.067,-0.021,,-0.119,-0.014,,0,1584.49,1.0,-5083.0
205,407,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,,,,,,,,,0.037,0.024,0.015,,0.108,0.01,,0,281.89,-2351182.0,-32001.0
207,410,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.121,0.107,-0.063,,,,,,,,,,,,,0,835.34,-2232908.0,-36826.0
209,416,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00609756097561,0.00574851814646,0.00640403168119,0.082,0.153,-0.252,,,,,,0.063,0.182,-0.165,,-0.119,-0.055,,0,1141.94,-2355193.0,-48294.0
211,424,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.085,-0.122,,0.153,0.116,,0,989.02,-1831740.0,-2108.0
213,427,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0752187411798,0.115,-0.021,-0.044,,,,,,0.082,-0.116,-0.115,,-0.165,0.262,,0,509.05,-2119026.0,-1.0
215,429,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.18,0.0,0.159,,,,,,0.104,0.172,-0.045,,0.017,-0.095,,0,1565.89,-2313379.0,-2567.0
217,431,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,0.003,-0.092,-0.22,,,,,,0.104,0.364,-0.098,,0.062,-0.095,,0,1650.38,-2098278.0,-3536.0
219,435,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.082,0.029,0.083,,-0.165,0.018,,0,1313.53,-2314464.0,-4989.0
221,439,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.0135473876919,0.0,0.075,0.27,-0.039,,,,,,0.082,0.207,-0.053,,0.062,-0.014,,0,1394.41,1.0,-54298.0
223,441,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.016,0.076,-0.183,,,,,,0.063,0.205,-0.133,,0.062,-0.095,,0,944.77,-2348843.0,-6512.0
225,444,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.049,0.015,-0.066,,,,,,-0.029,-0.179,-0.028,,-0.029,-0.144,,0,190.9,-2356190.0,-3811.0
227,450,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,0.075,0.199,-0.328,,,,,,0.082,-0.106,-0.131,,-0.029,-0.006,,0,551.19,-2336085.0,-6235.0
229,452,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,,,,,,,,,0.082,-0.11,-0.078,,0.017,-0.047,,0,1277.53,-2365334.0,-4125.0
231,457,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0135473876919,0.0,-0.062,0.28,0.089,,,,,,0.063,0.191,-0.024,,0.017,-0.03,0.002,0,938.73,1.0,-71306.0
233,463,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,0.128,0.204,-0.19,,,,,,0.063,0.174,0.092,,0.153,0.116,,0,921.06,-2293947.0,-1218.0
235,466,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0752187411798,-0.003,0.036,-0.008,,,,,,0.057,-0.045,0.038,,0.062,-0.006,,0,824.18,-2241240.0,-1.0
237,470,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.062,-0.01,-0.328,,,,,,0.101,-0.08,-0.142,,-0.074,-0.055,,0,603.22,-2256716.0,-2808.0
239,472,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0752187411798,,,,,,-0.007,0.001,0.122,0.063,-0.006,-0.056,,0.062,0.035,,0,978.02,-2349683.0,-1.0
241,476,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00633065828001,0.00574228697231,0.0,0.0,0.003,0.061,-0.214,,,,,,,,,,,,,0,550.11,-2363262.0,-3649.0
243,478,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,-0.095,0.234,0.351,,,,,,0.104,0.065,0.031,,0.153,0.067,,0,1499.83,-2338628.0,-103537.0
245,484,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.157,-0.134,,0.199,-0.274,,0,1000.6,-2042153.0,-62311.0
247,487,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.043,0.163,0.275,,,,,,0.082,-0.127,-0.114,,-0.165,-0.136,,0,518.46,-2362317.0,-6440.0
249,491,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.03,-0.097,-0.223,,,,,,0.037,0.184,-0.082,,0.017,0.075,,0,368.1,-2331785.0,-9626.0
251,493,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.016,0.219,-0.114,,,,,,0.063,0.156,-0.035,,0.108,0.124,,0,971.61,-1949686.0,-2022.0
253,495,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.082,0.12,0.02,,-0.165,-0.104,,0,473.5,-1467481.0,-3811.0
255,499,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.095,-0.077,0.095,,,,,,0.104,-0.092,-0.095,,-0.029,0.067,,0,1652.62,-2363329.0,-5622.0
257,502,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.125,0.125,0.125,0.125,0.125,0.0769230769231,0.0769230769231,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.049,-0.056,0.228,,,,,,0.063,0.242,0.001,,-0.165,-0.177,,0,938.98,-2311497.0,-3043.0
259,504,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.069,0.0,-0.191,,,,,,0.104,-0.053,-0.019,,-0.119,-0.014,,0,1532.79,-2249728.0,-23813.0
261,508,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.049,0.216,,-0.029,-0.112,,0,1127.79,-704376.0,-53952.0
263,511,0.00932835820896,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,,,,,,-0.007,0.023,0.158,0.057,-0.162,0.169,,-0.21,-0.152,,0,797.33,-2320327.0,-63809.0
265,516,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0135473876919,0.0,,,,,,,,,0.104,-0.093,0.355,,0.017,-0.03,-0.006,0,395.64,1.0,-7802.0
267,518,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.012,0.17,,0.199,-0.071,,0,1037.35,-2307629.0,-3227.0
269,520,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.082,-0.013,0.011,,-0.074,0.148,,0,1327.96,-2313534.0,-11477.0
271,523,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.062,0.03,-0.121,,,,,,0.063,-0.013,0.221,,0.062,0.043,,0,1225.51,-2190060.0,-3693.0
273,525,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.042,-0.005,0.021,,,,,,0.063,0.134,-0.147,,0.153,0.14,,0,1153.75,-2257681.0,-7389.0
275,532,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,-0.071,-0.064,,0.108,0.026,,0,1022.08,-2311116.0,-63779.0
277,534,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0,0.0,-0.042,0.03,-0.156,,,,,,0.104,0.112,0.086,,-0.21,-0.136,,0,1551.27,-2357866.0,-8426.0
279,540,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0752187411798,-0.029,-0.138,0.125,,,,,,0.104,-0.046,0.004,,-0.119,-0.136,,0,1593.06,-2359211.0,-1.0
281,544,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.141,-0.061,0.354,,,,,,0.057,-0.168,-0.134,,-0.074,-0.047,,0,634.26,-2325618.0,-5356.0
283,547,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,,,,,,,,,0.063,0.317,-0.145,,0.062,-0.047,,0,996.23,-2350250.0,-3204.0
285,553,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.082,-0.008,0.087,,-0.119,-0.014,,0,1410.11,-2354079.0,-17009.0
287,558,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,0.075,0.209,-0.168,,,,,,0.104,0.195,-0.041,,0.017,0.108,,0,1461.31,-2362405.0,-67763.0
289,561,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,-0.095,-0.102,0.069,,,,,,0.104,0.099,0.002,,0.108,0.23,,0,1518.4,-2292768.0,-231668.0
291,564,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,-0.036,0.005,-0.276,,,,,,0.063,-0.076,0.05,,-0.029,0.14,,0,922.14,-1252165.0,-507102.0
293,567,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,-0.14,-0.189,0.353,,,,,,0.057,-0.044,-0.021,,0.017,0.108,,0,625.16,-1443736.0,-2599.0
295,571,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.23,-0.094,,-0.074,-0.104,,0,1147.23,-2140979.0,-3120.0
297,575,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0135473876919,0.0,-0.016,0.03,0.035,,,,,,0.057,-0.165,-0.031,,-0.165,-0.039,0.002,0,701.44,1.0,-42602.0
299,580,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,-0.014,0.098,0.063,0.234,-0.089,,0.062,-0.03,,0,980.52,-2358895.0,-19068.0
301,584,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.00640403168119,0.01,0.173,0.075,,,,,,0.063,-0.097,-0.04,,-0.029,0.132,,0,1239.76,-2357913.0,-68258.0
303,586,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,-0.008,0.108,0.057,-0.143,-0.094,,-0.165,0.01,,0,752.67,-2360986.0,-30998.0
305,588,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.029,-0.021,0.186,,,,,,0.082,-0.097,-0.042,,0.108,0.108,,0,1323.69,-2233622.0,-3673.0
307,594,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00570678999824,0.00574851814646,0.0,0.095,0.097,-0.023,,,,,,0.082,0.042,0.155,,0.017,-0.014,,0,1399.3,-2303185.0,-5000.0
