,Id,start_date,start_date_id_diff,start_date_id_diff_reverse,L1_S24_F1559,L3_S32_F3851,L1_S24_F1827,L1_S24_F1582,L3_S32_F3854,L1_S24_F1510,L1_S24_F1525,L3_S30_start_date,start_date_OOF,start_date_id_diff_OOF,start_date_id_diff_reverse_OOF,L1_S24_F1559_OOF,L3_S32_F3851_OOF,L1_S24_F1827_OOF,L1_S24_F1582_OOF,L3_S32_F3854_OOF,L1_S24_F1510_OOF,L1_S24_F1525_OOF,L3_S30_start_date_OOF
228,451,477.06,-2361406,-2693,0,0,0,0,0,0,0,501.28,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
229,452,1277.53,-2365334,-4125,0,0,0,0,0,0,0,1290.75,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
232,459,824.41,-2363061,-1,0,0,0,0,0,0,0,827.51,0.0909090909091,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
233,463,921.06,-2293947,-1218,0,0,0,0,0,0,0,923.24,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
234,464,1434.19,-2357832,-64452,0,0,0,0,0,0,0,1440.32,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
236,469,824.18,1,-3793,0,0,0,0,0,0,0,827.29,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
237,470,603.22,-2256716,-2808,0,0,0,0,0,0,0,607.42,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
238,471,693.38,-2364063,-59948,0,0,0,0,0,0,0,700.88,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
239,472,978.02,-2349683,-1,1,0,1,0,0,3,3,994.36,0.0,0.00588929271625,0.0743275594987,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
241,476,550.11,-2363262,-3649,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
242,477,66.78,-2361855,-2460,0,0,0,0,0,0,0,68.96,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
244,479,347.09,-2329857,-2557,0,0,0,0,0,0,0,349.48,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
245,484,1000.6,-2042153,-62311,0,0,0,0,0,0,0,1013.58,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
248,488,1125.05,-2355665,-1946,0,0,0,0,0,0,0,1127.08,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
252,494,1379.75,-2338750,-5035,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
255,499,1652.62,-2363329,-5622,0,0,0,0,0,0,0,1659.53,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
256,500,3.55,-1671162,-747504,0,0,0,0,0,0,0,5.59,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
257,502,938.98,-2311497,-3043,0,0,0,0,0,0,0,944.05,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
258,503,17.98,-2234565,-2188,0,0,0,0,0,0,0,23.6,0.0,0.00588929271625,0.0172413793103,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
261,508,1127.79,-704376,-53952,0,0,0,0,0,0,0,1129.16,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
263,511,797.33,-2320327,-63809,1,0,1,0,0,2,3,805.32,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00804162724693,0.0094374686899,0.0
268,519,824.76,-2277429,-52687,0,0,0,0,0,0,0,828.69,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
271,523,1225.51,-2190060,-3693,0,0,0,0,0,0,0,1226.9,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
272,524,566.15,-2324336,-5146,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.030303030303,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
279,540,1593.06,-2359211,-1,0,0,0,0,0,0,0,1595.27,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
280,541,1593.06,1,-1,0,0,0,0,0,0,0,1595.27,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
281,544,634.26,-2325618,-5356,0,0,0,0,0,0,0,637.02,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
285,553,1410.11,-2354079,-17009,0,0,0,0,0,0,0,1411.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
287,558,1461.31,-2362405,-67763,0,0,0,0,0,0,0,1463.2,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
288,560,100.63,-2295932,-2113,0,0,0,0,0,0,0,101.82,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
290,562,450.59,-2307432,-5221,0,0,0,0,0,0,0,492.01,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
291,564,922.14,-1252165,-507102,0,0,0,0,0,0,0,925.55,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
293,567,625.16,-1443736,-2599,0,0,0,0,0,0,0,632.79,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
294,570,336.87,-2360952,-3477,0,0,0,0,0,0,0,339.02,0.0833333333333,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.166666666667
295,571,1147.23,-2140979,-3120,0,0,0,0,0,0,0,1176.78,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
297,575,701.44,1,-42602,0,0,0,0,0,0,0,703.37,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
299,580,980.52,-2358895,-19068,1,0,1,0,0,3,3,997.2,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
300,581,336.86,-2276924,-56336,0,0,0,0,0,0,0,338.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
302,585,1108.61,47,-10994,0,0,0,0,0,0,0,1110.05,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
303,586,752.67,-2360986,-30998,1,0,1,0,0,3,3,776.63,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
304,587,301.39,193,-3363,0,0,0,0,0,0,0,303.57,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
305,588,1323.69,-2233622,-3673,0,0,0,0,0,0,0,1326.21,0.1,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0909090909091
307,594,1399.3,-2303185,-5000,0,0,0,0,0,0,0,1401.24,0.0714285714286,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0909090909091
310,601,701.23,-2303916,-10258,0,0,0,0,0,0,0,702.9,0.2,0.00588929271625,0.111111111111,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.125
311,602,707.91,-2359778,-68928,1,0,1,0,0,3,3,745.31,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
313,604,230.47,-2318360,-97320,0,0,0,0,0,0,0,234.9,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
315,607,1048.75,-2355944,-1840,0,0,0,0,0,0,0,1081.57,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
316,609,63.44,-2363678,-3896,0,0,0,0,0,0,0,66.46,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
317,610,671.67,-2350689,-3396,0,0,0,0,0,0,0,672.92,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
318,612,354.75,-2337077,-34662,0,0,0,0,0,0,0,366.1,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
319,613,962.78,-2365012,-3070,0,0,0,0,0,0,0,969.02,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
321,616,1575.48,-2342262,-44432,0,1,0,0,13,0,0,1578.15,0.0,0.00588929271625,0.0,0.00540415494186,0.0492996682639,0.00540311372965,0.00582041315309,0.00938757264193,0.00540296992245,0.00540319668548,0.0
324,621,1262.6,-2366045,-771262,0,0,0,0,0,0,0,1266.98,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
326,629,1508.63,-2298621,-56841,0,0,0,0,0,0,0,1511.17,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
328,632,263.25,-2355268,-1,0,0,0,0,0,0,0,263.58,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
330,637,637.16,-2353459,-1641754,0,0,0,0,0,0,0,639.56,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
333,643,239.28,-2345728,-67300,0,0,0,0,0,0,0,241.04,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
334,645,1549.5,-728063,-11006,0,0,0,0,0,0,0,1551.85,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
335,649,1511.5,-2362318,-54114,0,0,0,0,0,0,0,1513.27,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
336,650,610.28,-2286492,-3361,0,0,0,0,0,0,0,616.06,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
337,652,1323.49,-2315363,-6139,0,0,0,0,0,0,0,1325.95,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
338,654,1145.63,-2290839,-4369,0,0,0,0,0,0,0,1147.67,0.0769230769231,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
339,656,343.26,-2348890,-57265,0,0,0,0,0,0,0,349.23,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
342,668,1018.26,-2344016,-1773,0,0,0,0,0,0,0,1045.98,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00585877977147
343,669,1159.16,-2326300,-6470,0,0,0,0,0,0,0,1160.51,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
346,674,979.49,-2365151,-52931,0,0,0,0,0,0,0,981.27,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
348,676,600.38,-2366025,-55777,0,0,0,0,0,0,0,605.33,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
350,681,1397.03,-2361248,-9919,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
353,685,887.48,-2366195,-82795,0,0,0,0,0,0,0,887.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
355,692,259.11,-2363173,-1705,0,0,0,0,0,0,0,259.41,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
358,695,889.59,-2363845,-2441,0,0,0,0,0,0,0,895.95,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
362,704,489.12,1,-1,0,0,0,0,0,0,0,489.47,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
363,709,600.45,-2366402,-28003,0,0,0,0,0,0,0,605.19,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
365,713,369.21,-2314201,-10471,0,0,0,0,0,0,0,370.84,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
366,717,1110.69,-2358408,-3134,0,0,0,0,0,0,0,1111.86,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
370,725,-9.0,674,-8496,0,0,0,0,0,0,0,-9.0,0.00694444444444,0.030303030303,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
371,726,269.27,-2364729,-63011,0,0,0,0,0,0,0,269.94,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
373,729,1324.35,-2305573,-4344,0,0,0,0,0,0,0,1328.39,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
374,730,773.39,-513862,-9445,1,0,1,0,0,3,3,787.61,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
375,731,233.94,-2365179,-1654,0,0,0,0,0,0,0,235.17,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
376,734,1173.35,-2120673,-2265,1,0,1,0,0,3,3,1192.48,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
378,736,1215.21,-2365670,-3023,0,0,0,0,0,0,0,1221.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
380,743,350.99,1,-1674,0,0,0,0,0,0,0,415.02,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.125
381,744,571.23,-2315031,-6690,0,0,0,0,0,0,0,607.37,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
383,746,251.14,-2311606,-10537,0,0,0,0,0,0,0,252.2,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
385,748,1030.59,-1097737,-1729,0,0,0,0,0,0,0,1070.04,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
388,754,1423.86,-2362330,-3741,0,0,0,0,0,0,0,1425.23,0.0,0.00588929271625,0.0238095238095,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
391,757,894.87,-2290829,-1956,0,0,0,0,0,0,0,901.7,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
393,760,131.64,-734625,-1,0,0,0,0,0,0,0,133.13,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
395,763,155.86,-2306346,-36587,0,0,0,0,0,0,0,165.35,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
398,767,323.92,-2358459,-636023,0,0,0,0,0,0,0,325.16,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
401,775,140.37,-2296133,-1766,0,0,0,0,0,0,0,146.06,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
402,776,1465.27,-2361272,-4730,0,0,0,0,0,0,0,1467.51,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
403,777,1124.27,-2365300,-8025,1,0,1,0,0,3,3,1175.35,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
405,780,104.21,-2361157,-4086,0,0,0,0,0,0,0,106.54,0.0,0.00588929271625,0.0243902439024,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
406,783,162.84,-2364404,-8738,0,0,0,0,0,0,0,165.82,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
407,784,992.82,-2342701,-1,0,0,0,0,0,0,0,1024.88,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
408,785,992.82,1,-11109,0,0,0,0,0,0,0,1024.88,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
409,789,197.59,-2361311,-2865,0,0,0,0,0,0,0,198.25,0.0,0.00588929271625,0.015625,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
411,796,572.09,-2355020,-3356,0,0,0,0,0,0,0,573.07,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
413,800,1463.3,1,-1,0,0,0,0,0,0,0,1466.79,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
414,801,1463.3,1,-18319,0,0,0,0,0,0,0,1466.79,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
